n,r,network_nr,network,gene_tree
160,10,10,"((((t32,(t134,(((t146,t85),(t116,t156)),t78))),(((((t93,t157),(t46,(t135,t35))),(#J,((t37,(t68,(t58,t15))),(t70,((t158,t6),t111))))),(((((t94,((((((t7,t77),((t140,t60),t136)),t57),t139),(t143,t55)),t124)),((((t159,(t44,(t91,t123))),((t118,t107),t56)),t9),t24)),(t66,(((t74,(t20,(((t38,t129),(t102)#C),(t31,t105)))),((t27,t117))#I),(#A,(((t81,t88),t155),t26))))),(#I,((((((t151)#D,(#C,t64)),(t144,((t104,t41),t36))),(t84,(((t47,t50),t63),t148))),((t52,t95),(t137,t25))),(((t1,t79),((t99,t101),(t119,t73))),t76)))),(t90,t153))),(((t141,t34),t98),((((t59,t128),((t5,t10),t80)),((t97,t113),t17)),(t13,(t65,(t19,(t127,t120)))))))),((t115,(((t110,(t11,(((t149,t21),t100),(t18,((t53,t43))#E)))),(((t62,t4),(((t122,(t49)#F),t22))#B),(#H,t12))),(((t106,(t125,t72)),t82),(((t109,(t150,(t133)#G)),t103),(#E,((t147,t30),(t71,(t121)#H))))))),(((t86,t160),t16),t131))),(((t29,(t8,t126)),((t152,t154),(t132)#J)),((t3,(((t14,(t130,t54)),t145),((t114,t51),(t61,(t112,t23))))),(((t33,t67),(((t87,(t96,t142)),(t48,#G)))#A),(#F,((t45,((t138,t28),(t39,(#D,(t40,t42))))),(#B,(((t89,t75),t92),(((t2,t69),t83),t108)))))))))","((((t29,(t154,t152)),(t8,t126)),((((t39,(t40,(t151,t42))),t28),t45),((((t22,t122),((((t75,t89),(t89,t75)),t92),(t108,(t83,(t2,t69))))),(t49,t49)),(((t67,t33),((t48,t133),((t87,t87),(t96,t142)))),((((t145,t14),(t54,t130)),((t61,(t23,t112)),(t51,t114))),t3))))),((((((((t135,t35),t46),(t93,t157)),t132),(((t68,(t58,t15)),t37),(t70,((t111,t158),t6)))),(((t90,t153),(((t24,((t159,((t44,t91),t123)),(t107,(t56,t118)))),(t124,(((t143,t55),(t139,(t57,((t136,(t140,t60)),(t7,t77))))),t94))),(t66,((t74,(t20,((t105,t31),((t129,t38),t102)))),(t26,((t88,t81),t155)))))),(t76,(((t64,((t36,(t104,t41)),t144)),(((t63,(t50,t47)),t148),t84)),((t52,t95),(t25,t137)))))),((t98,(t141,t34)),((t13,((t19,(t127,t120)),t65)),(((t128,t59),(t80,(t5,t10))),((t97,t113),t17))))),(((t134,(t78,(t146,(t116,t156)))),t32),(((t115,t115),((((((t103,(t150,t109)),((t147,t30),(t121,t71))),(t53,t43)),t82),((t125,t72),t106)),(((((((t100,(t21,t149)),t18),t11),((t100,(t149,t21)),t18)),t11),(t110,t12)),(t4,t62)))),((t160,t86),t16)))))"
160,10,11,"(((((t1,t36),t126),((t40,(t82,t130)),(t38,t45))),((((t55,t73),(((((t60,t67),t116),t144),t98),t27)),(t62,((t91,t104),t159))),((t77,t115),(((((((((((t121,(t52)#J),t134),t12),(t120,(t83,t158))),t156),(((t22,t86),t143),(((t46,t96),t123),t56))),(#C,(t58,t81))),(t106,t102)),((t103,((t75,(t148,t112)),(t72)#E)),(((t34,t23),(((((t74,(t39,(t26,t150))),t129),((t147,(t133,t66)))#C),(t35,t128)),(t122,((t94,t108),((((t28,t131),(t43,t140)),t145),(t141,((#J,t152),(t151)#G))))))),(((t44,t15),t50),t99)))),((((t65,(t2,t41)),(t54)#I),(t119,(t24,t16))),((t6,(t139,t61)),(t5,t146)))),(((((t95,t79),t105),(#B,(t88,t9))),t51),(((t157,t13),t125),t18)))))),((((t155,(t48,t160)),(#A,(t100,t85))),t136),((((((t32,t78),t20),t47),t93),((t135,(t110,(((t138,t109),t87))#B)),((t69,t42),t31))),(((((((t76,t89),(#I,((t30,(t80)#F),(t92,t57)))),(((t132,t101),t19),t53)),(t3,(((t37,(t97)#D),(t137,(t68)#A)),t10))),(((t107,((t33,t111),(t127,t63))),(t17,((t49,t4),t90))),((t21,((t70,t7),(#D,t149))),((t84,t117),(t59,(t64,(t114)#H)))))),((t124,t153),t29)),(#F,(t8,(t154,(#E,(t113,(#H,((t11,(t142,t14)),(t118,(t71,(#G,t25))))))))))))))","(((((((t20,(t32,t78)),t47),t93),(((t42,t69),t31),(t135,t110))),((t8,((t154,(t113,(t114,((((t71,t25),t151),t118),(t11,(t142,t14)))))),(t80,t80))),((((t137,(t37,t10)),t3),((((t57,t92),t30),(t76,t89)),(t53,(t19,(t101,t132))))),(((((t90,(t49,t4)),t17),((t107,(t63,t127)),(t111,t33))),(t21,((t7,t70),(t97,t149)))),(((t84,t117),t59),t64))))),((((t160,t48),t155),(t85,t68)),(t136,t136))),(((t126,(t36,t1)),(((((t159,t159),(t104,t91)),t62),(((((t55,t73),t98),t144),t27),((t67,t60),t116))),((t77,t115),(((t51,(((t87,(t138,t109)),(t88,t9)),((t105,t95),t79))),((t157,t13),t125)),(((((t5,t146),((t139,t61),t6)),(t54,((t65,(t2,t41)),((t16,t24),t119)))),((t102,t106),((t58,t81),((((t86,t86),t22),t143),(((t96,t46),t123),t56))))),((t72,((t75,(t148,t112)),t103)),(((((((((t74,(t39,(t150,t26))),t129),(t74,((t26,t150),t39))),t129),((t133,t66),t147)),(t128,t35)),(((t108,t94),(((t145,(t141,t152)),(t152,t141)),((t131,t28),(t140,t43)))),(t122,t122))),(t34,t23)),(((t15,t44),t50),t99)))))))),((t38,t45),((t130,t82),t40))))"
160,10,12,"(((t70,(t13,t120)),(#J,((((((((t68,t67),t21),(#H,((((t151,t49),(t138,t119)),t50),(t143,((t4,(t113,(t56,t115))))#C)))),(((t74,t43),t14),t106)),(#C,(t64,(t6,(#E,t17))))),(((t85,t33),(((t60,t134),((t137,t103),t73)))#D),(t57,t104))),(#A,((((t87,((t123,(#G,((((t89,t15),t96),(t101,((t41,t71),t98))),(t142,(t59,t27))))),(((t145,(t55)#E),(#B,(t114,t153))),(((((t139)#F,t156),t80),((t69,t46),(t37,t82))))#A))),((t125,(((t84,t65),t62),t42)),(((((t2,((t31,(t35,t118)),(t92,t140))),(t112,t130)),((t133,(t110,t135)),t111)),t78),((((t124,t159),((t26,(t149)#J),t44)),t5),(t93,(t12,t39)))))),((t9,(t8,(t7,t97))),(t88)#B)),((t19,t126),(t116,(t117,((t81,t109),t76))))))),((((t66,t45),(t28,(t40,t141))),((((t79,t18),t61),((((t99)#H,(#F,(t107,((t53,t102),((t3,t47),t10))))),((t122,t129),t30)),(t108,(t36,t132)))),((t158,(t1,(t48,t154))),((t147,((t72,t155),(((t94,t86),(t128,t38)),((t83,t91),(((t148,t20),t100),(t75,(t51,(t25)#I))))))),(t127,(t146,(t29,(t16,t63)))))))),(((t136,t22),(t121,t77)),(#D,(((t131,(t160,t152)),t150),t23))))))),(#I,((((t54,(((t157,t32),t90),(t105,t11))),(t24)#G),t95),(t144,(t34,(t52,t58))))))","(((((((t90,t32),t157),t54),t11),t105),(t144,(t52,t58))),((((((((((t74,t43),t14),t106),((((t113,t143),((t115,t56),t4)),(t50,((t151,t49),(t119,t138)))),(t21,(t68,t67)))),(t6,(t64,t17))),(t57,t104)),(t85,t33)),(((((t19,t126),((((t81,t109),t76),t117),t116)),(((t97,t7),t8),((((t24,t123),(((t96,(t15,t89)),(t101,((t98,t71),t41))),((t27,t59),t142))),((t88,(t153,t114)),(t55,t145))),t87))),((((t116,(t19,t126)),(((t109,t81),t76),t117)),((t9,(t8,(t7,t97))),(((t156,t139),t80),((t82,t37),(t69,t46))))),((((((((t153,t114),t88),(t55,t145)),(t123,((((t98,(t71,t41)),t101),(((t89,t15),t96),((t59,t27),t142))),t24))),t87),(((t78,(((((t133,t133),t110),t135),t111),(t112,t130))),((((t92,t140),(t118,t35)),t31),t2)),t78)),((((t62,t65),t84),t42),t125)),(t93,(t39,t12))))),(((t37,t82),(t69,t46)),t80))),(t149,((((((t127,t127),(t146,((t63,t16),t29))),(((t72,t155),t147),((((t38,(t94,t86)),t128),(((t75,(t91,t83)),(t148,t20)),(t51,t25))),t100))),(((t154,t48),t1),t158)),(((t99,((t107,((t10,(t53,(t47,t3))),t102)),(t30,(t122,t129)))),((t132,t36),t108)),(t61,(t79,t18)))),(((t45,t66),((t141,t40),t28)),((((t134,t60),(t73,(t103,t137))),((t150,((t152,t160),t131)),((t131,(t152,t160)),t150))),((t77,t121),(((t136,t136),t136),t22))))))),(t70,(t13,t120))))"
160,10,13,"((((((t67,(t8,(t4,t138))),(((t88,(t101,(t16,t105))),((t9,t150),(t99,(#G,t149)))),((t40,(#A,((t158,t129),t7))),(t145,(((t142,(t5)#G),t82),((t125,t65),(t1,(t156)#F))))))),((((t106,((t87,((t107,t18))#D),((t44,t133),t15))),((((((t117,t34),(t64,((t27,t46),(t155)#C))),((t134,t32),(t85,((t30,t28),t61)))),(t50,t3)),((t157,t78),t72)),(#F,((t41,((t96,t52),(t130,t26))),t2)))),((t104,t49),t68)),(t152,t119))),((t92,(t54,t77)),(((t140,t79),(#B,((((t159,(t98,(t126)#A)),(t22,t84)),((((t132,t17),(t115,t113)),t135),(t51,((t108,t121),t48)))),(t58,(t29)#I)))),(((t23,t45),(((t25,t128),t55),t154)),((t147,t57),(t118)#H))))),(t90,(t70,(t35,t19)))),((((t144,(((t60,t123),t127),((t73,t74),(#I,(t111,t63))))),(t146,(#E,(t53,t83)))),(((t114,t81),(((t38,t89),(t56,(t110,(t11)#B))),(t36,t94))),(((((((t42,(#C,((t103,t24),t21))),((t124,(t97,(t93)#J)),t100)),(t91,(t66,(t148,((t120,t12),t47))))),((((t37,t71),t13),t39),(((t153,(t62,t59)),(t6,(((t76,t86),((t131,t69),t141)))#E)),(t160,(t143,((t116,(#H,t102)),t31)))))),(t95,t14)),(#D,t112)),((t75,(t10,t151)),t43)))),(t137,(#J,(((t80,t136),t33),((t139,t109),(t122,t20)))))))","(((((t114,t81),(t36,(((t89,t38),t110),t56))),((t43,t43),(t75,(t151,t10)))),((((((((((((t102,t102),(t116,t116)),t31),t143),t160),((t6,((t76,t86),(t141,(t69,t131)))),(t153,(t59,t62)))),(((t42,((t103,t21),t24)),t155),(((t93,t124),t97),t100))),(((t71,t37),t13),t39)),((((t47,(t120,t12)),((t120,t12),t47)),t148),t66)),t91),((t95,t14),(t107,(t18,t18)))),((t146,t146),(t144,((t127,(t123,t60)),(((t63,t111),t29),t73)))))),(((((t35,t19),t70),t90),(((((((t142,t5),t82),((t158,t129),t40)),t145),((((t105,t16),t101),t88),((t9,t150),(t99,t149)))),(t67,((t138,t4),t8))),((t68,(t104,t49)),(((t119,t152),(t119,t152)),(((((t133,t44),t15),t106),t87),(((t2,(t41,((t96,t52),(t130,t26)))),t156),((((t78,t157),(t78,t157)),t72),(((t50,t3),((t117,t34),((t85,(t30,(t61,t28))),(t32,t134)))),((t27,t46),t64))))))))),(((((t57,t147),t118),(((t23,t45),(t154,((t128,t25),t55))),((t58,((((t126,t98),t159),(t84,t22)),((t51,(t48,(t108,t121))),(t135,((t132,t17),(t115,t113)))))),(t79,t140)))),t11),(t92,(t54,t77)))))"
160,10,14,"(((((((t120,(t81)#I),(t138,(t49,(t119,t62)))),(((t2,t160),(#I,t87)),(t95,t153))),(((t96,(t83,t39)),t67),(((t71,(t5,t100)),t56),(t8,t86)))),(((t82,t128),(t74,t66)),(t80,(t38,(t130)#E)))),((t72,(t34,t63)),(#J,((t31,t70),(t132,t73))))),((((t58,(t89,((((t101,(#B,((t55,(t123)#G),t126))),(t124,t21)),((((t17,(t6,t118)),(#H,((t44,t102),(t9,t134)))),(t105,t103)),(t135,(t64,t37)))),t148))),(((t61,(t91,(((t25,(t40)#C),(t28,t107)),t131))),((((t152,t110),(t146,t125)),((t99,(t35,t113)),((t19,(t16)#J))#B)),(#C,t36))),((((t13,((t7,t42),(t155,((t76,t143),t136)))),t43),(t69,t59)),((((t68,(t54,t157)),(t139,(t144,(t142,t52)))),(t18,(((((t112,(t149,(t75,t46))),(t26,(t94)#F)),t140),(t15,t121)))#A)),(#A,((t77,(t137,(t104,t141))),(t159,(((t29,t50),(t115,t116)),(t4,t10))))))))),(t129,(#D,(t156,((((t30,t3),t23),t24),t48))))),(((t117,((t20,t84),(t92,(t12,((t158,t151))#H)))),(((t111,(#E,t145)),(t106,t88)),(t33,(((t14,(t22)#D),(#G,((t122,t154),((t47,(t98,t41)),(t90,t60))))),t78)))),((((t109,((t114,t32),((t1,(t45,t108)),(t27,t53)))),(((t133,t93),t79),(t57,t150))),((t51,t147),(#F,(t65,t85)))),(t127,(t97,t11))))))","((((((t38,t130),t80),((t66,t74),(t128,t82))),(((t132,(t132,t73)),t73),(t70,t31))),((((t153,t95),((t2,t160),t87)),((t81,t120),(((t62,t119),t49),t138))),((t67,(t96,(t83,t39))),((((t100,t5),(t71,t56)),(t71,(t100,t5))),(t86,t8))))),(((t129,(((t156,t156),(t48,(((t3,t30),t30),t23))),t22)),((t58,((t89,(((((t118,t6),((t44,(t102,(t9,t134))),t17)),(t103,t105)),(t135,(t37,t64))),((t101,((((t16,t19),t55),t126),t123)),(t124,t21)))),t148)),((((t110,t152),(t146,t125)),(t99,(t113,t35))),(((t91,((t25,(t107,t28)),(t131,t131))),t61),(((((((t76,t143),t136),t155),(t42,(t7,t7))),t13),(t43,(t59,t69))),(((((t144,(t52,t142)),t139),((t68,(t157,t54)),t18)),((t112,(((t75,t46),t149),(t26,t140))),(t121,t15))),((t159,((t137,(t141,t104)),(t137,(t104,t141)))),(t77,(t50,((t116,t115),(t4,t10))))))))))),((((t51,(t51,t94)),(t85,t65)),((t109,((t32,t114),((t53,t27),t1))),(t97,t11))),(((((t106,t88),(t145,t111)),(((t154,(t122,(((t60,t90),(t98,t41)),t47))),(t14,t78)),t33)),(t117,(t117,t117))),((t92,(t12,(t151,t158))),(t20,t84))))))"
160,10,15,"(((t92,((t130,(t67)#C),t32)),(#H,(((((t43,(t20,t28)),t16),(t39,t71)),(((((((t70,(t134,(t86)#E)),(t72,t93)),(#J,(t13,t45))),(t81,t101)),t55),(t82,t131)),(((((t110,t119),(t2)#G),(((t75,t6),t49),((t38,t145),t156))),((t73,t69),t29)),t114))),(((t54,t9),(t61,t121)),(#C,(((t87,(#A,(t139,t124))),((t112,(t44,t99)),(t115,(t65,t102)))),((t146,((t147,(t78,t8)),t113)),(#F,((t66,t94),(t17,t153)))))))))),(((t30,t98),((t15,(t63,t10)),(((((t132,t4),(t35,t7)),((t150,((t41,(t154,t48)),t25)),(t141,t34))),(((((((t42,t37),t152),t79),(((t155,t129),(t77)#F))#J),(t83,(t3)#D)),(#B,((((t140,(t50)#H),t5),t138),(t1,(t76,t58))))),(t84,(#I,t104)))),((((((t60,((((t22,t21),t53),((t137,(#D,(t64,t151))),t36)),((((t133,t120),t135),(t116,t18)),t159))),(t125,(t51,t100))),(((t46,(t105,t158)),(t40,t148)),(t127,t24))),t118),((t149,t56),(t91,t123))),((t88,t95),(t52,t107)))))),((((((t126,t59),((t74,t90),(t160,t143))),((t109,t85),((t106,t89),(t57,(t62,t96))))),((t111,((t103,(t47)#I))#A),(((t97,t14),(t136,t23)),t128))),((t122,(#G,((t33,t27),((t80,t108),t31)))),((t19,(t26,(t144,(t68)#B))),t12))),(#E,(((t142,t117),t11),t157)))))","(((((t92,(t32,t130)),((((((((t75,t6),t49),((t119,t110),t2)),(t156,(t145,t38))),((t69,t73),t29)),(t55,(t13,((t81,((t86,t134),t70)),t101)))),t114),((t16,(((t28,t28),t20),t43)),(t39,t71)))),t50),(((t54,t9),(t61,t121)),((t67,t67),(((t153,t17),(t94,t66)),((((t146,t113),t147),(t8,t78)),(((t115,(t102,t65)),(t112,(t44,t99))),(t87,(t124,t139)))))))),(((t98,t30),(((t10,t63),t15),(((((t84,(t104,t47)),((t52,t107),(t95,t88))),(((((t5,t140),t1),t138),(t76,t58)),(((t79,((t42,t37),t152)),((t129,t155),t77)),(t83,t3)))),(((t7,t35),(t132,t4)),(((((t154,t48),t41),t150),t25),(t141,t34)))),((t118,(((((t46,t158),t105),(t148,t40)),(t127,t24)),((t60,((t60,((t36,((t64,t151),t137)),(t53,(t21,t22)))),(((((t116,t18),t120),t159),t133),t135))),(t125,(t51,t100))))),((t149,t56),(t123,t91)))))),((((((t122,(((t33,t27),t31),(t80,t108))),t12),((t144,t26),t19)),(((((t126,t59),((t74,t90),(t143,t160))),(((t74,t90),(t160,t143)),(t59,t126))),((t89,t106),(t57,(t62,t96)))),((t111,t103),(((t136,t23),t128),(t14,t97))))),(t157,(t11,(t142,t117)))),((((((t97,t14),(t136,t23)),t128),(t103,t111)),(((t109,t85),(((t96,t62),t57),(t106,t89))),(((t74,t90),(t160,t143)),(t59,t126)))),(((t19,(t144,t26)),t12),t122)))))"
160,10,16,"((((t143,t73),t107),((t113,(t142,(t147,t77))),((((t34,t46),t8),t86),(t129,((((t111,(t114)#J),t10),(t30,t121)),(t140,(t120,t44))))))),((((((t31,(t124,t98)),(((((t79,t36),t28),(((t6,t5),t18),t160)),((t38,(t123)#D),t133)),((t39,t152),(t101,(t84,t52))))),((t105,(t99)#H),(((t63,t69),t116),t103))),(t157,t74)),((((t89,(((t145,((t117,(t19,(t61)#C)),(t57,(t72,t156)))),t102),((t60,t104),t150))),t82),(((((t21,(t9,((t148,(#J,(t154,t67))))#E)),(#E,((((t92,t29),(t23,t27)),t55),t130))),((((t141,t122),t47),((t64,(t65)#I))#A),(t25,t93))),t85),(t125,((t83,((t97,t118),(#B,t17))),t151)))),(((t87,t62),(t4)#B),(((t80,t40),(t128,(t2,(t106)#G))),(t131,(t51,(t127,t59))))))),((((t48,((t42,((t109,t7))#F),t32)),(t43,(t71,(t94,(t78,t137))))),(((((t35,t66),(#A,(((t91,t112),t88),(t37,t159)))),((t153,(#C,t70)),(t134,t15))),(#H,((t50,(((t20,t33),t56),(t110,(t95,t54)))),(t3,((t75,t135),(t24,t149)))))),((((t126,t41),t96),((t108,((t1,(t136,t58)),t81)),(#G,(t26,t119)))),t14))),((((t49,t155),(t138,(t144,t132))),(t115,((t53,(#F,(t76,t146))),(t11,t12)))),(#I,(((t158,t68),((t100,(#D,t90)),t16)),((t13,(t45,t139)),t22)))))))","(((t107,(t73,t143)),(((t147,t77),t142),((t86,((t34,t46),t8)),(t129,(((t10,t111),(t140,(t44,t120))),(t30,t121)))))),((((t157,t74),((((t133,t38),(((t36,t79),t28),(t160,(t18,(t5,t6))))),((t31,t31),(t124,t98))),(t105,(((t69,t63),(t116,t116)),(t103,t103))))),((((t87,t62),((t131,t51),((t40,t80),((t2,t106),t128)))),(t82,(((t150,t60),t104),((t145,(((t72,t156),t57),(t117,t19))),t102)))),(((((t141,t122),t47),t125),((((t97,t118),t83),(t17,t4)),t151)),(((t9,t21),((t130,(((t23,(t29,t92)),t27),t55)),(t148,(t114,(t154,t67))))),t85)))),((((t48,(t32,(t7,(t109,t42)))),(((t94,t71),(t137,t78)),t43)),(((((t75,t135),((t24,t24),t149)),t3),t99),(t14,((t26,t119),(((t136,t58),t1),t108))))),(((((t100,(t123,t90)),(t68,t158)),t16),((t22,t13),(t139,t45))),((((t11,t12),((t76,t53),t146)),(((t144,t132),t138),(t49,t155))),t115)))))"
160,10,17,"((((t45,((t64,t54),(t91,t7))),(((t23,t98),(((t128,t35),(t116,t154)),t145)),((((t69,t34),t13),(t56,(t25,t146))),(t112,t8)))),(((((t136,t73),((t155)#J,t108)),((t47,(((t43,t101),((t37,t127),t38)))#I),(t88,(t18,(t115,t89))))),((((t11,t6),(t21,t97)),((((t40,(((t44,t92),(t65,#H)),(t143,(t28,t133)))),((t102,(t49,t114)),(t77,(t160)#G))),(((((t63,t118),((t17,t105),(t29,(t66)#B))),(t152,t95)),((t51,(#A,t131)),t50)),((t82,t4),(((t75,(t52)#A),t120),(t156,t46))))),(#C,(t106,t53)))),((t19,(#D,(t15,((t134,t9))#E))),t14))),((((t26,t27),(((t76,t48),t1),(t41,t144))),(t132,((#E,(t130,t159)))#D)),(((((t10,((t104,t74))#H),(t122,(t147,(t39,(#J,t150))))),t103),(((t80,t5),t125),(t55,t121))),(t99,(t119,t79)))))),((((t62,(t58,t20)),(((((t135,t12),(t33,t149)),((t86,(t93)#C),((t124,t90),t31))),(((t87,(t113,(#I,(((t117,(t78,#G)),(t72,(t137)#F)),t32)))),(t157,t111)),(#B,(t3,t110)))),((((t139,t158),(#F,t36)),((t85,(t60,t68)),t142)),t70))),(((t30,t84),((t24,(t109,t148)),(t61,t57))),(((t42,(t126,t94)),((t83,(t140,t151)),(t59,t138))),(t16,t96)))),((t153,t141),(((t67,(t129,t22)),t100),(t71,(((t107,t2),t81),t123))))))","(((((((t22,t129),t67),t100),t71),(t153,t141)),((((t57,t61),(t84,t30)),(((t42,(t126,t94)),(((t83,t140),(t59,t138)),t151)),((t96,t16),(t96,t16)))),(((((((t149,t33),(t12,t135)),((t31,(t124,t90)),t86)),(((t157,t111),t87),((t32,(t78,t117)),t72))),(t110,t3)),(((((t139,t158),(t36,t137)),((t85,(t60,t68)),t142)),(((t60,t68),(t142,t85)),((t36,t137),(t158,t139)))),t70)),((t58,t20),t62)))),((t45,((t91,t7),(t54,t64))),((((t27,t26),t132),((((t103,t10),((t39,(t155,t150)),((t147,t122),t147))),(((t5,t80),t125),(t55,t121))),(t99,(t79,t119)))),((((((t25,t146),t56),((((t128,t35),t145),(t116,t154)),(t98,t23))),t112),((((((t69,t34),t34),(t13,t13)),(t56,(t25,t146))),((t8,t112),((t56,(t25,t146)),((t69,t34),t13)))),((t112,t112),t8))),((((t47,((t38,(t37,t127)),(t43,t101))),((t115,t18),t88)),(t108,(t136,t73))),((t14,((((t9,t134),t15),(t130,t159)),t19)),((t21,t97),((t93,(t53,t106)),(((t49,t114),t102),(((t40,((t28,t133),t143)),((t92,t44),((t104,t74),t65))),((t160,t77),((((t156,t46),((t52,t75),t120)),(t4,t82)),((t50,(t131,t51)),((((t118,t118),t63),((t17,t105),(t66,t29))),(t95,t152)))))))))))))))"
160,10,18,"((((((t96,t41),(t86)#E),(t98,(t73,((t56,t12))#D))),((((((t53,(((t109,t57),((t1,t153))#A),t154)),(((t133,t70),(t15,t118)),((t38,(t72,(t68,t13))),((t139,t75),t51)))),(((t10,t40),t151),((t9,(t34,t20)),t21))),((t62,(t54,t18)),(t33,(t126,t93)))),(((t159,t94),t136),((((t150,t61),t155),(#A,(t152,t84))),((t143,(t30,t5)))#F))),((((t123,t108),t144),t119),((t106,t22),((((t114,(t120,t64)),t89),t67),(#C,(((t92,(t65,(t35,t105))),((#E,((t58,t6),t142)))#H),t124))))))),((((((t16,(t81,(t145,t49))),t77),(t60,t36)),(t52,t55)),(((t28,t45),(t25,t24)),(((t95,(((t85,t107),t117),(t43,t32))),(t79,(t121,t2))),(t8,(t46,(t23,(t47)#I)))))),(((t131,(#H,(t80,(t112,(t44,t4))))),(((t101,(t147,t138)),(#I,t31)),((t116,(t48,t99)),(t140,t87)))),(#J,((t135,(t91,t128)),((t14,(#F,t160)),((t110,((t3,((t130,t88))#G),t11)),((((t66,t7),(t134,t125)),((t37,t97),(t111,(t158,t69)))))#J))))))),(((((t148,(t104,t90)),(t17,((t78,t102),t83))),((((t137,(t157,t129)),(t42,t127)),((((t59,t141),t71),t122),(t39,t103))),((t82,((#B,t156))#C),(t29,t27)))),((t146,t100),(#D,(t132,t115)))),(#G,(((t113,(t76,(t19)#B)),t149),(t63,(t74,(t50,t26)))))))","(((((t74,(t26,t50)),t63),(t149,((t19,t76),t113))),(((t82,(t27,t29)),((((t127,t42),(t129,t157)),t137),((t122,((t141,t59),t71)),(t39,t103)))),((t115,t132),(t100,t146)))),((((((t45,t28),(t25,t24)),(((t23,t47),t8),((t79,(t2,t121)),((t95,(t43,t32)),(t117,(t107,t85)))))),((t36,t60),((t77,((t16,t81),(t145,t49))),(t55,t52)))),(((t98,((t12,t73),t56)),(t86,(t96,t41))),(((((t41,t96),t86),(t73,t56)),t98),((t119,(t144,(t123,t108))),((((((t155,(t61,t150)),(t84,t152)),((t30,t5),t143)),t136),(t94,t159)),((((t53,((t154,(((t1,t153),t57),t109)),((((t75,t139),t51),((t15,t118),t133)),((t72,t38),(t13,t68))))),(((t20,(t9,t9)),t21),((t40,t10),t151))),(((t93,t126),t33),((t18,t54),t62))),((((((t124,((t6,t58),t142)),((t65,t92),(t35,t105))),(((t89,(t120,t114)),t64),t67)),t156),t106),t22))))))),((((((t135,t135),((t128,t91),(t128,t91))),(t160,t14)),(((t66,t7),(t134,t125)),((t69,t158),(t111,(t37,t97))))),t110),((((t31,(t99,(t99,t48))),(t140,t87)),(t147,t138)),(t131,((t131,t80),(t44,t4)))))))"
160,10,19,"((((((((t86,(#E,t60)),t85),((((t30,t93),t132),(t126,(t78,t10))),(t153,t79))),((t80,t48),(t105,(t19,((t9,(t145,(t113)#G)),(((t3,t95),(t2,(#C,(t37,t65)))),t14)))))),(((t17,t47),(t127,((t45,t15),t69))),t143)),((t129,(t144,(((t147,t135),t159),((t140,t100),(#J,t90))))),#I)),((t63,(((t156,((t81,t120))#A),((t32,t6),t39)),((t76,((t158,t138),(t111,t43))),t59))),(#G,((t88,t115),((((t123,(t98)#E),t26),(t5,t28)))#I)))),((((((((((t87,(t73,t116)),t103),(t124,t91)),t151),(t58,(t36)#C)),((((t94,t97),t119),((((t53,(t114,t109)),((t23,t67),t74)),(#H,t139)),((t70,(t83,(t146)#D)),t155))),(t56,t49))),(t110,(#D,t57))),((((t142,t35),((t40,(t92,(t11,t8))),(((t104,(t66)#J),(t130,t18)),t25))),(t20,(t96,t7))),((t75,(t99,t134)),(t38,((t108,((t149,((t117,(t52,t68)))#B),t101)))#F)))),(((((t118,t131),(t34,t77)),((t102,t64),(t136,(t125,t154)))),t46),((t62,((((t84,t54),t82),t160),t16)),(t22,t33)))),((t148,(#F,((t141,(((t106,t157),(((t44,t55),t112),t31)),t42)),(t133,((t137,t24),t4))))),((((t72,(t50,t13)),(t21,t61)),(#A,t41)),(((t12,(t71)#H),((t152,t89),((t122,t150),t1))),(((((t27,t51),t107),t29),(#B,t128)),t121))))))","(((((((t28,(t123,t26)),t5),t129),t127),(((((t159,(t135,t147)),((t100,t140),t90)),t144),t113),((((((t48,(t80,t80)),((((((t36,(t2,(t37,t65))),t14),t145),t19),(t95,t3)),t9)),t105),(((t10,((t30,t93),t132)),t126),((t153,t79),(((t86,t98),t60),t85)))),((t143,(t69,(t45,t15))),(t47,t17))),(t63,(((t59,(((t138,t158),t111),t43)),(t76,t76)),((t39,(t32,t156)),t6)))))),(t115,t88)),((((t110,(t146,t57)),((((((t70,t83),t155),(((t23,t67),t74),(t53,(t114,t109)))),(t71,t139)),(t56,t49)),(((t119,(t97,t94)),t58),((((t103,t73),t87),t116),((t91,t124),t151))))),(((((((((t102,t64),(t136,(t125,t154))),((t64,t102),(((t154,t125),t136),((((t136,t154),t125),t131),t118)))),(t77,t34)),((((t125,t136),t154),(t64,t102)),(t118,(t131,t77)))),t46),((t22,t33),(t16,t62))),(t84,(t54,t160))),((((t16,(t82,((t54,t84),t160))),(t33,t22)),(t46,(((t64,t102),((t118,t131),(t34,t77))),((t154,t125),t136)))),(((((((((t24,t137),t4),t133),t148),(((t29,t128),((t51,t27),t107)),(t41,(t81,t120)))),((t42,((((t157,t157),t106),t31),(t112,(t55,t44)))),t141)),t121),((t21,t61),((t50,t13),t72))),(((t152,t89),((t122,t150),t1)),t12))))),(((((t75,(t134,t99)),((((t92,t8),t11),t40),(((t25,t18),(t66,t104)),t130))),((t96,t7),t20)),(t38,t38)),((t148,((t137,(t24,t4)),t133)),(t141,((t42,(t157,t106)),(((t112,t44),t55),t31)))))))"
