n,r,network_nr,network,gene_tree
80,10,248,"(((((((y)#C,l1))#F,((a,(((((((w2,g),o1))#H,(((o2,j),e),u2)),j2))#E,(z,(t1,g2)))),(#C,(m2,(h1,f1))))))#A,(((r1,((w,(((y2,b2),h2),t2)),(c2,n1))),(d,((((i)#I,((a3,w1),n2)),d1),(f,((((e1,((c1,j1),(#H,(p2,b3)))),((h,(((v2,a2),p),(s1,v))),((((i2,(((((k2,(v1,r)),((f2,(#A,m1)),g1)),((((s,((x)#G,b1)),(p1,t)),(n,l)),(d2,b))))#D,q)),(#F,(q2,o))),((m)#B,(x2,(#I,l2)))),(((#G,x1),(#B,z1)),(u,k1))))))#J,k))))),r2)),((#D,(((#J,i1),(y1,z2)),a1)),(#E,((u1,c),((e2,q1),s2)))))","((((((a1,d),(q1,t2)),r2),((((t,(y1,m)),s),n1),((n,l1),z))),((e2,z1),(((g2,(g,f2)),c),(m2,k1)))),((((a,((l2,c2),c1)),(w,b1)),(((t1,(u,((q,d1),(p,g1)))),(((e,p1),(u2,(x,j1))),m1)),((n2,w1),(a3,(r,a2))))),(((((p2,s2),o1),x1),(((f1,w2),o),((((v,y),((e1,x2),((j,z2),u1))),(b3,i1)),k2))),(((k,(v1,v2)),h2),((y2,(i,((s1,(((q2,(b,d2)),l),r1)),(i2,b2)))),((o2,j2),(f,(h1,h))))))))"
80,10,249,"(((((((f,(u,n)),((x1)#B,y)),(q2,q1)),((b3,(g2,((g)#A,u1))),((((f2)#J,r),s2),(y1,((i)#G,a3))))),((c2,p1),((p2,t),s))),((((n2,((o,o2),k1)),(c,(b,((d2)#F,(p,h))))),(((m2)#I,o1),(z,(#A,q)))),(#B,((a2,l),(#J,(#I,(((((w1,(m,m1)))#C,t1))#H,(w,(l1,((((g1,i1),(#H,v1)))#E,(n1,(#G,v)))))))))))),(((z1,(h1,x)),(z2,((u2,(t2,d1)),r2))),(((((c1,((a1)#D,e)),((w2,j2),k)),x2),((a,(b1,s1)),v2)),(#F,((((((#C,b2),(#D,j)),(f1,d)),((e1,((k2,h2),y2)),(r1,j1))),(l2,(#E,e2))),i2)))))","(((((j,(z,f)),(k1,((y2,t2),(s1,(x2,v1))))),(((i1,r),(s,(a,t1))),(u2,((a1,j1),w2)))),((((p2,(((f1,v2),q2),g1)),((c1,(q1,c)),((w,h2),m2))),(v,a2)),(((((j2,d1),(l1,o2)),(h,(((s2,(f2,x1)),(((p1,r1),i),((m,(u1,o1)),d2))),((y,(((m1,b2),g),l)),b)))),(((e,d),h1),r2)),(((k2,(((o,(e1,n1)),w1),z1)),(((y1,(t,k)),p),((u,x),(g2,c2)))),((((q,(b3,n)),a3),l2),z2))))),((b1,n2),(i2,e2)))"
80,15,250,"((s2,(((((((z)#C,b),(((w2,e2),f),(g2,(p1,e)))))#F,v2))#A,((k2,(a,(#C,((((((((w1)#N,j2),((((u2,((o1)#H,((c1)#K,l))),(((i1,z2))#E,(h1,n2))),(o2,q1)),(((y2)#I,s1),b3))),m2),(((((t1)#B,(x2,(l2,k1))))#J,(((a3,f1))#O,(#F,(r2,((a2)#G,(#H,(#G,h2))))))),(((#E,(((l1,(x,((b1)#M,w))),((n1,y),(d2,u1))),u)),(z1,x1)),((r1,f2),d1)))),((g1,(((#M,((r,(#I,a1)),p)),(#O,((d,(j,(#B,(c2,(#K,v1))))),(b2,c)))),(#N,(p2,h)))),(#A,((t2,m1),((n,g),m))))))#L,t)))),(((y1,o),((i,(i2,e1)),q2)),((v)#D,j1))))),(#D,(#L,((k,(#J,q)),s))))","(((((((x,k),((w2,(g,(c,c1))),(((b,r1),(j2,(n,(f,a)))),(((s,(y2,d)),(z2,o2)),(b2,(h1,t)))))),(((q,z),(p2,o1)),(((c2,u),i2),(i,(n2,(a1,(a3,k2))))))),((b1,w),(((h,w1),(f2,(o,s2))),(r,(p1,s1))))),((n1,((e1,y1),e)),((((a2,((y,l1),v2)),(h2,l)),(d2,f1)),((i1,v),(((e2,((r2,l2),m2)),g1),x2))))),g2),((v1,(b3,(q1,((m,x1),t1)))),((u2,(d1,j1)),((u1,(t2,(z1,(q2,(j,p))))),(k1,m1)))))"
80,15,251,"((((((o,l2),(c,h1)))#B,(k1,(l1,((((n1)#F,w))#E,s1)))),((((#E,(c1,l)),((((m2,v2),(((v1,(((a,(p2,s2)))#N,d2)))#M,((e,p),j1))),k2),((((b1,r2),s),((((((z2,(((g1)#I,i2),(#B,y2))),q1),o2))#A,(n2,(((x2)#H,i1),(((((((u2,((e1)#J,(#A,d))))#O,n))#G,((t,x),(a2,(#J,f2)))))#C,((w1)#D,((f1,g),(o1,(#F,u1)))))))),t2)),(#N,(y1,j2))))))#L,(#C,((q2,(z,q)),c2)))),(((#L,((a3,t1),(m,((#O,m1),k)))),(((e2,f))#K,((((u,h2),((y,(b2,x1)),(#D,((v,w2),j)))),((d1,z1),b)),(((a1,(#G,r)),i),(#I,(b3,(p1,g2))))))),(#M,(#K,((#H,r1),h)))))","(((((n,((((q2,l2),((h1,a2),m2)),(((j1,z),(((i2,i1),(a1,p1)),i)),((g2,n1),h2))),v1)),(c2,(((k2,(t2,l1)),(((y1,y2),s2),(w1,k))),(k1,b2)))),((((((o,(p,h)),((m,o1),x)),(a3,m1)),e1),(j,(((y,z1),l),u2))),((e2,((c1,((z2,w2),g1)),(d2,b))),((e,t),s1)))),((((((d,f),b1),((d1,b3),(q,o2))),((v,j2),((r2,c),(x2,t1)))),(v2,r)),f2)),(((p2,(x1,a)),(s,((u,q1),n2))),(u1,((g,f1),(w,r1)))))"
80,15,252,"((((((d2,q2),((c2)#C,(a1,((p2,((g2)#D,j)),g1)))),(((h2)#M,z1),u1)),(o1,((s1,j1),(((t2,f1),a3),(#C,o))))),(((b1,(o2,(l1,((((e,k),g))#K,((w1)#L,((q1,h),(((i,t1))#E,t))))))))#G,(((e1,(#E,w2)),e2),(l2,((x1)#N,((b3)#O,z2)))))),((((#K,((((f2,r1),(v,((#D,(((v2)#I,m2),(((p1,(l,((u2)#A,r))))#B,s2))),d1))),(#A,(b2,(n1,a)))),q)),(((s,(i2,f)),(((k1,(x,y1)))#J,x2)),(#J,w))),(#N,(((r2,i1),(#M,(((u,c),m1),(#B,(p,((d)#F,b)))))),((v1,(((a2,j2))#H,(#L,k2))),(#O,((z,(#H,n2)),y2)))))),(y,(#G,((m,n),(#I,(h1,(#F,c1))))))))","((((p2,(s2,((a2,c1),e1))),(z2,((b,(v2,i1)),(e,((((q2,o),i),(d1,s)),l2))))),(((u1,(((f1,a3),(y,g)),h)),(h1,o2)),(((i2,(l,k)),(((p1,(j,((t2,p),((v,v1),((k1,(b3,b1)),w))))),w2),(d2,(m,(g1,q1))))),((t,((x2,k2),(((((t1,(r2,j2)),u),n1),(b2,d)),g2))),(r1,j1))))),((((n,h2),(((m2,u2),f),(o1,y2))),((f2,((c2,a1),z1)),(((s1,q),((((e2,c),y1),x1),w1)),m1))),((a,(((n2,r),x),l1)),z)))"
80,15,253,"((((((f2,(h,f1)),k1),(p,a3)),((l,n2),((o1)#I,(x1,((g)#G,y2))))),((((s,q),((((n)#L,(r1,(w1,(q2,((w2)#H,b3))))))#F,(h1,m2))),((u2)#N,((((((y1)#A,(#H,d1)))#B,(i2,u1)))#J,((e2,(#J,d2)),(((a,(m,t2)),(((x,k))#D,v2)),(((j2,n1),((v,b),(#I,(l1,x2)))),(((l2,(u,(((((#G,t1),e1),((a2,((#L,q1),((t)#M,(#A,((k2)#O,(#N,i1)))))),(#B,(c,r)))))#E,p2))),(((j,h2))#C,(b2,(m1,b1)))),(((((a1,i),((c2,y),o)),((j1,(#D,(#O,(z,(f,(z1,z2)))))),((#M,r2),((v1,c1),g1)))))#K,p1)))))))),((#C,(d,w)),((#K,(g2,s1)),(#E,e))))),(#F,(s2,o2)))","(((((((f,(w,(c2,v))),d2),z1),z),(((v1,(o,h2)),f2),v2)),(((((b1,m),((i1,d1),(b2,a))),e),(g,(j2,(a1,b)))),((((((q2,(h,i)),((r1,(w2,s)),(f1,(z2,j1)))),((((e2,(((l,m2),n2),m1)),(p,u1)),s2),(c1,(u2,t2)))),(k2,(x2,o2))),(((x,x1),(a3,(y,(g2,(((t,((k,t1),h1)),(j,(d,n1))),(l2,k1)))))),((r,e1),y1))),((s1,(l1,p1)),(((u,i2),(r2,w1)),q1))))),((((y2,c),(g1,(q,a2))),p2),((n,b3),o1)))"
80,15,254,"((((((((((((((x,((u2)#L,(q2,(((((a3,((x2)#J,((k)#A,(y2,((g2)#H,y1))))),p2),(m1,c2)))#F,x1)))),((((g1)#M,((t1)#O,n1)))#K,(q,d))))#C,v1),(((n2,((((e,((h2,f2),((s2)#G,o))),((m2,t2),i)))#N,(#G,j1))))#D,(#M,z))),u))#E,(d1,t)))#I,(((n,(o1,k2)),r1),((((h,z1),b),m),(r2,(((d2,e1),(#H,((z2,(b1,(#C,l1))),c1))),v))))),(g,f1)),((((p1,a),(#L,l)),(#D,(((#O,k1),l2),q1))),((b2,j2),(a1,(#I,(((#K,(b3,c)),f),j)))))),((((#F,(#A,v2)),a2),(((e2,r))#B,(((p,(#E,(#J,w2))),(h1,o2)),(s,((i1,s1),(#B,w1)))))),(y,i2))),(#N,(w,u1)))","((f1,(((d1,(o2,(r,t2))),((p,x),((g,a1),(u1,(((e2,c),p2),x1))))),(((a,((k1,d),(n1,v))),(y,j1)),(((o,p1),u),((((u2,d2),(i2,(m1,z))),((x2,o1),h1)),(i,(((m2,(q1,h)),((w,s),(a2,(w1,h2)))),(((c2,b1),k2),(((l1,k),(i1,(q2,g2))),(c1,e1)))))))))),((n,((((q,((l,a3),f2)),(b,y1)),g1),f)),((((v2,(j2,l2)),(((((e,v1),j),r2),(y2,(t,t1))),b3)),(b2,r1)),((s1,((z1,w2),(z2,m))),(n2,s2)))))"
80,15,255,"(((((t2,(((((i1,(u2,z1)))#D,((y1,q1),b1)),((c)#M,(n,j))),(((((x1,c2),((((x,o),f1))#J,m)),n2))#C,(((s1,l2))#K,((t1,(((x2)#O,k1),v1)),q2))))),(h2,(l,((((v)#A,s))#H,(j2,(((s2,(#K,(q,(y,(((a3,a1))#B,(u,b3)))))))#F,p1)))))),(#C,z2)),(#M,(((((d2,h),(#O,((b)#N,h1))),(#A,(l1,((w2,(#N,(#H,(((p)#I,m2),e)))),((((n1)#E,o1),v2),((y2)#L,(#B,(((e2,p2))#G,z)))))))),(#G,((r,(j1,(#L,b2))),(a,w1)))),((i2,((c1,m1),(#E,(g1,k)))),((g2,k2),(a2,w)))))),((((f2,t),(((#F,(i,g)),(f,u1)),e1)),(#I,(d1,d))),(#D,(#J,(r2,(r1,o2))))))","((((((((j,b2),i),((x1,e1),c2)),(w2,s)),(((i1,g1),(g,j1)),((((a2,z2),a1),(z1,m1)),r))),(((((i2,v1),(r1,x)),(v2,c1)),(((d2,q1),y),((((c,d1),(h,y2)),(k1,m)),w1))),(((q2,f2),a),(((l,(b,o2)),b3),w)))),(u2,(f,z))),(((((b1,(n1,o1)),y1),(q,((j2,(a3,n2)),u1))),((k2,(e,l2)),(p,(k,f1)))),((((r2,h2),(d,n)),e2),(((((v,l1),((m2,p1),((o,t),h1))),(t2,(s1,(u,t1)))),x2),(p2,(g2,s2))))))"
80,15,256,"((o2)#K,((r)#H,((((o,r2),(t1,(n1,((n2)#B,(j2,(((g1)#F,(((c,((m2)#M,((#F,(((j1,y2),z1),(p,t2))),(w,s1)))))#I,a3)),((((((e1,(v1,k2)),(((h)#O,(j,o1)),h1)))#D,((i2,z),(c1,m1))))#A,d2))))))),(#B,((#A,((r1)#C,(#M,k1))),(((((c2,f1),v),g2),f),((#I,((a2,((#H,t),x2)),(i,((h2)#N,m)))),(#K,((((((w2,b2))#E,v2),p2),((s,q2),(k,(#E,((b)#J,(#J,b3)))))),(x,(#C,g))))))))),((((i1,u),(a1,z2)),(((u1,q1),(((l,l1))#G,((#G,e),y))),(#D,(w1,u2)))),((((n,b1),(#N,((s2,d),l2))))#L,((f2,(((a,p1),(x1,(#O,y1))),e2)),(#L,(d1,q))))))))","((((j,l1),(((y2,(((e2,g2),((x1,z2),(r1,(o2,c2)))),((m,t1),(j1,(y1,o1))))),(((z,(((r,(h2,w2)),a),t)),((((((d2,w1),((((h1,l2),n1),v),n)),((z1,(s1,q2)),p)),((t2,u),q)),r2),(i2,((s2,d),((g1,c1),v1))))),((((((q1,b1),f1),c),(i,(b,k))),((g,(i1,b2)),a1)),((u2,(x,(x2,l))),((e1,a2),k2))))),(f,f2))),((((u1,y),((w,h),p2)),(j2,v2)),(s,m1))),(p1,((b3,e),(o,((a3,((m2,n2),d1)),k1)))))"
80,15,257,"((((i1,e2),(((((((((((i,(x2,((y1)#L,(l,e1)))))#K,(((c2,g),(#K,(#L,((((s,o1),b1))#C,m)))),q)),(t1,(y,c))),d2))#O,s2))#A,(z,((((m1)#J,q2))#B,y2))))#F,(#F,((((w2,n2),(c1,((o)#M,i2))),((((f,g1),(l2,r)))#G,j2)),(h1,a1))))),(((r1,u))#D,((((b,(m2,h2)),((d1)#I,((n,j),w))),((n1,x1),(#I,h))),(#G,(s1,(((z2,v2))#N,f2)))))),((#N,(#C,(b3,(#B,((#D,(v,o2)),k2))))),(a3,(#O,(((#J,u1),((((#M,(e,p)),((x)#E,(f1,(u2,(j1,t2))))))#H,(((#E,r2),z1),(w1,g2)))),((t,(#A,(((k1,p2),a2),(#H,((((v1,q1),d),p1),((b2,a),k)))))),l1))))))","((i1,(((g2,h),((r,(g,m1)),x1)),(((((((e1,(c1,j2)),p),(e,(s,(f1,v1)))),(m2,u2)),(a3,(r1,c))),((((n2,l2),x),(b1,(b2,z1))),(p1,j))),(r2,v2)))),(((((((((k2,((a,h1),(d1,d2))),c2),y1),(t1,l1)),(t2,q1)),(((z2,(e2,s2)),((u,u1),f2)),(((((g1,h2),(j1,(v,i2))),(((o,p2),b3),x2)),((y,o1),w1)),b))),(k1,w2)),(i,(o2,(((s1,w),f),(d,q2))))),((((t,(k,a1)),(l,z)),q),((n1,y2),(n,(m,a2))))))"
80,15,258,"(((((((((c2,(l,((g2)#H,(p1,t)))),r))#N,v),(((m1,((((f2,((e1)#C,a2)),y2),(((((((e2)#G,a3),(#N,(i,k2))))#K,k1))#B,i2)),w1)))#J,(((((x1)#I,a),(((h1,(p,u2)))#L,(b1,((o1)#D,c1)))),((((#K,f1),((c,(u,(((i1,(g,h2)))#E,z))),(#I,a1))))#A,(#A,((k,(#G,(w,(n2,((m2)#O,b))))),x)))),((o,d2),(q,p2))))),((w2)#F,((#E,((s,d),(#D,b2))),(#C,(z1,y))))))#M,(#M,((((((x2,s2),(n1,b3)),(j,v2)),v1),((#F,o2),j2)),(((t1,g1),((r2,z2),(#B,(y1,m)))),((#O,((#L,u1),(j1,q2))),(r1,((s1,f),((e,(#J,h)),(#H,(t2,q1)))))))))),(((l2,l1),n),d1))","((((((g1,(s2,(p,z))),(d2,((r2,l),o1))),((i1,b3),((u,(w,l1)),g2))),((j2,((r,(i2,m)),h)),((e1,z2),(((q,n2),w2),n1)))),((a2,(y,(((u1,g),q1),((r1,(u2,c2)),((((e,h1),k),((c1,o),(e2,h2))),((j1,(y1,y2)),(d1,w1))))))),((x2,(i,((v2,v1),x))),((b2,((((f1,a),(m2,a1)),(q2,t1)),p2)),s)))),(((((o2,p1),z1),k2),((b,(c,n)),((d,v),(t,f)))),((f2,(x1,(k1,m1))),(((t2,(j,b1)),(l2,a3)),s1))))"
80,15,259,"((((((((((a3)#L,h1),((((i2)#M,(u1,p)))#G,(c2,e1))))#O,l2))#J,v1),((t1)#I,t2)),(z1,(((a1,((c1)#F,g)))#C,(m1,d1)))),(#J,(((((p2,(h,(q2,k1))),(((h2,m),(((z2,x2),b1),((p1)#A,((s)#K,(#G,(x,b3)))))),(((#F,(((n1,(#M,z)))#H,e2)),(((f,((y2,a),(v,j2))),m2),((c)#D,o))),w2))),((q1,b2),((r,(w1,a2)),j))),((n2,((n,l1),((y1,i1),d2))),(u2,(l,d)))),(#A,(((((#O,((((f1,(#C,s2)),(b,(o2,((g2,x1),((((((#H,r2),(#K,((#D,s1),i))))#N,((f2,q),w)))#B,g1))))),j1),(#N,r1))))#E,(k,v2)),(#I,(#E,(k2,(#L,o1))))),((#B,u),(t,(e,y))))))))","(((((h,f1),(u1,(s,q1))),((n,(j1,l1)),t1)),(((i,(r1,c)),y1),((((v1,x1),z),(t2,((z2,p),s1))),m))),((((b3,((k,(a1,p1)),(((b1,b),a3),d))),(((c2,(e1,j2)),(((o,e),((f2,r),(o1,z1))),((d1,(y2,g)),((((q2,x),(m1,v)),(y,a)),(((m2,s2),v2),l2))))),(h2,u2))),(w2,i1)),(((f,o2),k2),(((i2,(((c1,u),(p2,j)),(n1,(l,b2)))),(x2,e2)),(t,(((w,(g2,k1)),(q,d2)),(a2,((((h1,w1),n2),r2),g1))))))))"
80,15,260,"((s2)#G,((m2,((((v)#A,j1),(p,i1)),(d1,(#A,((j2,((o1,t2),e1)),(b3,((q1)#I,m))))))),((x,((((((((a2,(k2,r1)))#C,q2))#H,(((y2,(n1,f1)),u),(c,o))),(p1,b2)),((((z2,u2),(((d2)#O,s1),((z)#M,((h,b1),v1)))),(((y)#J,(#J,s)),((t1)#E,(((i)#N,a),(#G,z1))))),(#C,(((((f,((d)#L,((g2)#B,h2))))#K,(#H,(#K,(x1,p2)))),x2),g)))),((t)#D,m1))),(((((k,c1),h1),((n2,a1),w1)),(((c2,(f2,(((#E,(q,n)))#F,(#B,l2)))),g1),((((j,(#D,k1)),(r2,u1)),v2),(#I,w2)))),(((w,(#O,(o2,b))),l),((i2,((#M,e),(#N,((r,l1),(#L,a3))))),(#F,(y1,e2))))))))","((((((h,o1),b),(((e1,((p1,q),i2)),s1),(((b2,m),((x,(g,(((((g1,u),(o2,s)),v),(e2,z1)),b1))),(l2,((s2,w),n)))),(k,a1)))),((h2,u1),(o,a3))),(((((n1,g2),(k1,l1)),(e,(((r1,(t,y)),m1),i1))),(d1,t1)),(y2,(n2,h1)))),(((((z,(((f1,(c1,w1)),v2),v1)),((((j1,x1),(p2,w2)),(z2,p)),((a2,f2),(j2,a)))),((u2,c),(d,((i,b3),(k2,(r2,q2)))))),(f,x2)),((r,l),((m2,(t2,y1)),(d2,((c2,q1),j))))))"
80,15,261,"(((((((n1,j2),(v2,((y1)#I,c2))),(((((o1,((((n,k2),l))#L,f1)),(g1,i)),(a3,i2)),l2),(v,c1))),(#L,(((((((((s)#N,d1),(f,z2)),(r,n2)))#D,d))#H,o),((p2)#C,a2)))),((#D,(z1,(#I,((a1,((b1,b3),((x1)#B,((w1)#A,(y2,((s2)#G,b2)))))),(#B,j1))))),((((e)#O,(((l1,k1),((y,(t,(#H,((m,r1),g)))),m2)),(c,(((#G,(h,w)))#K,s1)))),((m1)#F,(x,h2))),(((t2,r2),(t1,b)),i1)))),((#K,d2),q1)),(((((#A,j),((u2,v1),f2)),((u)#E,(z,a))),(#N,(((k,(((q2,u1))#J,q)))#M,(((#E,e1),(#J,p)),(#C,x2))))),((#O,(((#F,o2),w2),(#M,p1))),(e2,(g2,h1)))))","((((c,z2),p),(((((v2,n2),(i1,(((q2,s2),e2),y1))),(n1,((k2,j),(f,l1)))),((s1,d),(o,(x2,k1)))),(((u2,(q1,m1)),((s,(j2,(o1,w2))),(i,(r2,p1)))),((((((g2,(g,n)),((b1,e1),(l,j1))),d2),z),(y,(f1,b3))),h2)))),(((a2,((((w1,a3),d1),((h1,u1),t2)),((v,b2),(a,l2)))),(((w,(k,(o2,q))),(((z1,r),(x1,(e,(m,m2)))),((r1,u),h))),((p2,c2),y2))),((g1,(i2,v1)),(((a1,t),((t1,b),c1)),(f2,x)))))"
80,15,262,"(((q2,m),((t1,(((((((k,v2))#M,(j1,((i)#L,k2))))#B,z))#N,((a,m1),h2))),((o1,n1),y2))),((r1,c),(((((((w2,(r,f1)))#G,w),((((p2,u2),s))#C,n)),x),(((((s2,x1),u),b1),((b)#J,((p1)#A,(h,(((l2,(g1,t2)),z2),(p,((((y)#K,e2))#D,(((d1,((i2)#E,e1)))#F,l)))))))),(#C,((s1,r2),k1)))),((((a1,((((((f,(#N,g2)))#O,((i1,v1),(#B,d2))))#I,h1),(#G,e))),(#D,(#E,((((((t,(#A,a3)),y1),l1),(#F,q1)),b3),(a2,((((#K,c1),w1),o),(#J,(#M,q)))))))),((j)#H,c2)),(((#I,(n2,d)),((v,b2),(((#O,g),(#H,u1)),(j2,x2)))),((#L,(m2,o2)),(f2,z1)))))))","(((((((((e2,o1),m1),((f1,x2),t2)),y1),((l1,(g,((y,r),z))),(v,h1))),((((k1,k2),((d2,t),(d,o2))),(e,(a2,w2))),((((i,b1),((q,d1),(x1,r1))),(z2,(c2,e1))),(((l,s),(g2,((s1,(a3,((v2,h2),b))),a1))),((r2,p2),j))))),(((i2,g1),p),((((b2,m),(m2,(n,q1))),(j2,((j1,s2),l2))),u2))),(((p1,f2),y2),((n1,(u1,z1)),(c,w)))),(b3,(((o,t1),((f,k),u)),((x,(w1,q2)),(((h,c1),n2),((a,i1),v1))))))"
80,15,263,"(((((w2,o2),(e1,v2)),((s)#C,((d1,(((q,((m1,v1),q1)))#B,(u2,l))),((((p,h1),f2))#G,(((((k1,o1),j),(#B,(c1,z))))#E,(z1,(#C,b3))))))),((((((((y1,(t,(e,e2))))#M,(#G,(l1,(((((((a3,(d,(l2,(#M,s2)))))#H,((((q2,t2),(w,((((h)#O,f1))#F,((b2)#N,i1)))),(#F,(a,(n,v)))),k)),((y,((y2)#K,((#K,a2),m))),(((h2,c2),p1),r2))),(d2,(#H,g1))))#D,r1)))),((x1,n2),g)),(u1,u)),(t1,(n1,p2))))#J,(((x2,b))#I,(((((b1)#L,m2),k2),z2),(#D,(o,(#O,((j2,c),(#I,g2))))))))),((s1,(#N,i2)),(#E,((r,(f,a1)),((#L,(i,j1)),(#J,((w1)#A,(#A,x))))))))","(((b1,(((a1,q1),t1),c1)),(((((((m,(l2,g1)),(m2,(t2,(k,c2)))),(i2,((r2,(i1,e)),x))),((s,((s2,v1),d)),((((((k2,u2),l),(h2,(f2,r))),((b2,(l1,s1)),(k1,((h1,y1),(w,x2))))),((t,d1),((o,f),(r1,(u,m1))))),(f1,(a,q2))))),(h,(j1,(o2,u1)))),(((((((a3,b),o1),n1),p2),(e1,x1)),(p,c)),((((v2,a2),z),(y2,j2)),(((v,e2),d2),z1)))),(((j,w2),(q,g)),(((b3,n2),(w1,(z2,g2))),(p1,y))))),(n,i))"
80,15,264,"((i1,(l,(((((l1,t2),s),(((p1,m1))#H,(((((m,e))#B,x),(o1,(k1,d2))),s2))))#E,p2))),((((((((v,((j2)#I,r1)),(((y,t1))#A,(c,(u1,g1)))))#G,(#H,((((r,k2),n2),((((q2,j),f))#M,f1)),o2))))#O,((a3,((a,(((((c1)#L,(o,a1)))#F,((g2,y1),z1)),((((e2)#J,k))#D,((s1,(((#I,((c2,((y2,e1),(#G,t))),(z,r2))))#C,(((b3)#K,w),(#B,((w2,p),i))))),(#K,g))))),h1)),(z2,(u,d1)))),(((v1,l2))#N,(#E,((((u2,(#M,n1)),(#J,w1)),b1),((#N,((m2,(f2,(#F,x1))),q)),b))))),((#C,((#A,a2),(((n,(#O,h)),h2),v2))),((j1,(#L,q1)),(i2,(((#D,x2),b2),d))))))","((((j,s2),l1),z1),((((u2,d),(h,g2)),(a2,r2)),(((((b1,((m2,r),((n1,b2),(((n2,e),c1),(d1,(t,g1)))))),((k,((p1,j2),(f1,u))),(x,y2))),((f2,(t1,q1)),(q2,o1))),((((t2,a1),((r1,q),g)),((((i2,w),k1),((m1,e2),y)),(c2,b3))),(((x2,((v,s),(j1,h2))),(k2,(a,p))),((a3,o2),(n,z2))))),(((m,(((y1,(b,(c,w2))),(((e1,i1),w1),(s1,v1))),(((x1,f),((v2,h1),l2)),((l,d2),z)))),((i,p2),o)),u1))))"
80,15,265,"((((((q2)#D,(((q,k))#C,(#D,r2))),((j1,e1),((u2)#G,((((w)#O,k2))#E,(((p,p1))#L,i2))))),(((#G,(w2,((o)#A,(r,l2)))),(((l1,(q1,x2)))#K,(((j,y),(u1,y2)),((t2,s),(((((t,((j2)#F,f2)))#I,(n2,d1)))#B,a2))))),(s1,(#F,e2)))),(f,((((o1,(v1,z2)),((y1,(x,v)),g2)))#J,l))),(#L,(((o2,h2))#H,((((((#O,(#A,n1)),((g,e),d)),(((#B,s2),((r1)#M,(#M,z))),((x1,f1),h))),(#K,w1)),((n,(d2,(#J,(v2,b1)))),(#H,b))),((((a3,k1),(c2,(h1,g1))),(#I,b3)),(a,(((b2)#N,(i,m)),(((((u,t1),c1),i1),((m2,m1),(a1,(#N,p2)))),(z1,(#E,(#C,c)))))))))))","((((((w1,((s,b1),(v,g))),h2),((((d1,j1),y2),(r2,((m2,z2),d2))),(c1,s1))),((((((w2,f2),(k2,j)),(k1,c)),(q,y1)),z1),((e,n),(s2,f1)))),(((m1,v2),u2),(e2,l1))),(((t,(p,a1)),(m,(x2,(q2,((o2,((b2,g2),n1)),u1))))),(((((k,u),((g1,r1),x)),(((t2,h1),i),d)),(((l,(b,(y,a3))),((a2,w),n2)),((((p1,((e1,p2),(r,f))),(c2,q1)),((v1,h),o1)),i1))),(i2,(((((l2,(a,j2)),(z,b3)),t1),o),x1)))))"
80,15,266,"(((((((v1,f1),((m1,p2),n1)),b2),(n,(h2,m2))),((d2,(e1,c2)),((t2,v2),x2))),(((((k)#O,w2),((c1)#D,(q1,z2))))#M,r)),((a2)#A,(((((((j1,u2))#H,k2),((t1)#C,i2)),(t,d1)),((((((i1,(((((x1,g1),((h)#I,h1)))#F,((l2,((q)#B,s2)),(#O,(#D,(#H,l1))))),a)),(((r2,(#B,((n2,g),j))))#J,(#I,(f,s)))),(y2,w)))#N,(((r1,(((k1,(w1,a3)))#K,q2)),(#K,g2)),(e2,e))),(v,((y,((u1,(#N,(o2,b))),j2)),((p1)#G,(u,(#C,p))))))),(((d,(f2,(#F,(o,(((m,c))#E,l))))),((z1,((#A,b1),s1)),((#J,o1),(#G,y1)))),(#M,(x,(#E,((z)#L,(a1,((#L,i),b3))))))))))","((((a3,(((f2,w),x1),(g1,d1))),(t,(o1,v2))),((((j2,c),r1),(z1,d2)),w1)),((((k2,(s,o2)),((z,(i,z2)),p1)),((((((v,(l,(s2,j))),(q2,g2)),(((u2,m1),(a1,a2)),g)),(c1,(j1,d))),(e1,(f1,((m2,y1),m)))),(v1,t2))),(((((((u,f),p),b2),(((h1,n2),(o,k)),e)),(b1,((n,y),(r2,(q1,t1))))),((x2,u1),l1)),(q,(((k1,(c2,y2)),(n1,i1)),(((i2,(r,(((s1,(x,a)),b),h))),(w2,(b3,(h2,e2)))),(l2,p2)))))))"
